ID_Pesanan,Waktu_Transaksi,Kategori_Menu,Harga_Pesanan,Jarak_Kirim_KM,Waktu_Tunggu_Menit,Rating_Pelanggan,Ulasan_Teks,Status_Promo,Tingkat_Keluhan,Status_Pesanan
ORD-2024-000587,2/19/2024 5:59,Ayam,58000,2.20435994,24,4,Wow enak bgt,FALSE,Tidak Ada,Selesai
ORD-2024-000588,24/03/2024 19:15,Ayam,74500,1.480566627,5,5,Akan order lg nih,TRUE,Tidak Ada,Selesai
ORD-2024-000589,2/10/2024 11:36,Ayam,49000,2.192660121,16,,,FALSE,Tinggi,Selesai
ORD-2024-000590,3/27/2024 5:14,Ayam,40500,1.177460334,10,4,Sesuai pesanan,FALSE,Tidak Ada,Selesai
ORD-2024-000591,6/1/2024 2:56,Ayam,66000,2.924047061,13,4,Top bgt kualitasnya,TRUE,Tidak Ada,Selesai
ORD-2024-000592,2/9/2024 14:00,Martabak,30500,0.5,26,5,Akan order lg nih,FALSE,Tidak Ada,Selesai
ORD-2024-000593,3/13/2024 23:39,Ayam,54500,,21,4,Buruan order!11,TRUE,Tinggi,Dibatalkan
ORD-2024-000594,3/16/2024 6:46,Ayam,37500,0.966178178,5,5,Top bgt kualitasnya,TRUE,Rendah,Selesai
ORD-2024-000595,2/1/2024 14:01,Mie,14000,0.5,5,5,Mantap gan!,FALSE,Tidak Ada,Selesai
ORD-2024-000596,3/22/2024 0:21,Kopi,17500,2.413615979,34,5,Puas bgt,TRUE,Tidak Ada,Selesai
ORD-2024-000597,2/18/2024 23:19,Martabak,37000,2.591434683,14,3,Biasa saja,FALSE,Tinggi,Selesai
ORD-2024-000598,1/31/2024 17:09,Ayam,500,1.668353015,10,3,Biasa saja,FALSE,Rendah,Selesai
ORD-2024-000599,6/1/2024 16:26,Ayam,47500,0.5,21,4,Rekomendasi deh,FALSE,Tidak Ada,Selesai
ORD-2024-000600,2/28/2024 2:37,Ayam,48500,6.714410275,16,5,Buruan order!11,FALSE,Tidak Ada,Selesai
ORD-2024-000601,3/22/2024 2:37,Ayam,80000,2.835852068,30,3,Standar lah,TRUE,Rendah,Selesai
ORD-2024-000602,25/03/2024 07:18,Ayam,80000,0.5,5,5,Enak bgt!!,FALSE,Tidak Ada,Selesai
ORD-2024-000603,2/20/2024 23:20,Ayam,46000,2.145752488,21,5,Sesuai pesanan,FALSE,Tidak Ada,Selesai
ORD-2024-000604,1/30/2024 12:08,Ayam,50000,2.063012505,15,5,Puas bgt,FALSE,Tidak Ada,Selesai
ORD-2024-000605,1/14/2024 12:28,Ayam,51000,0.5,5,4,Akan order lg nih,FALSE,Rendah,Selesai
ORD-2024-000606,1/16/2024 18:28,Kopi,16500,2.800766228,24,5,Makasih ya,FALSE,Rendah,Selesai
ORD-2024-000607,1/16/2024 13:52,Ayam,35500,4.955884044,39,,,FALSE,Tidak Ada,Selesai
ORD-2024-000608,1/6/2024 13:09,Kopi,12000,4.147003287,5,4,Makasih ya,FALSE,Tidak Ada,Selesai
ORD-2024-000609,2/15/2024 17:43,Kopi,22000,0.680586674,5,5,Driver ramah,FALSE,Tidak Ada,Selesai
ORD-2024-000610,1/23/2024 14:54,Martabak,38000,5.947870869,45,,,FALSE,Rendah,Selesai
ORD-2024-000611,3/11/2024 14:06,Ayam,69500,,20,5,Sesuai pesanan,TRUE,Tidak Ada,Selesai
ORD-2024-000612,16/01/2024 12:08,Martabak,29500,8.784690723,48,1,Kecewa bgt,FALSE,Tinggi,Dibatalkan
ORD-2024-000613,2/17/2024 20:05,Martabak,44000,0.5,23,4,Driver ramah,FALSE,Tidak Ada,Selesai
ORD-2024-000614,1/10/2024 11:12,Ayam,51000,1.997814314,24,4,Makanan hangat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-000615,17/01/2024 13:07,Mie,32000,2.727382179,23,5,Sesuai pesanan,TRUE,Rendah,Selesai
ORD-2024-000616,1/7/2024 14:52,Mie,16500,0.853661306,26,5,Driver ramah,FALSE,Rendah,Selesai
ORD-2024-000617,1/4/2024 20:11,Ayam,47500,4.427084604,24,4,Nggg enak 😋,FALSE,Tidak Ada,Selesai
ORD-2024-000618,1/24/2024 14:56,Ayam,49000,2.957691659,22,4,Rekomendasi deh,TRUE,Tidak Ada,Refund
ORD-2024-000619,20/03/2024 19:31,Mie,25500,0.5,22,,,FALSE,Tidak Ada,Selesai
ORD-2024-000620,3/2/2024 13:24,Martabak,20000,2.812302492,15,,,FALSE,Tidak Ada,Selesai
ORD-2024-000621,23/03/2024 16:15,Ayam,63500,2.028741783,27,5,Makanan hangat sampai,FALSE,Tinggi,Dibatalkan
ORD-2024-000622,3/10/2024 12:50,Ayam,68500,0.654576993,17,5,Makanan hangat sampai,TRUE,Tidak Ada,Selesai
ORD-2024-000623,3/10/2024 11:58,Kopi,13500,16.38125766,60,,,FALSE,Tinggi,Dibatalkan
ORD-2024-000624,2/19/2024 11:20,Kopi,11500,6.823806717,35,5,Sesuai pesanan,TRUE,Tidak Ada,Selesai
ORD-2024-000625,2/5/2024 14:33,Martabak,500,1.038085578,5,,,FALSE,Tidak Ada,Selesai
ORD-2024-000626,1/30/2024 3:15,Kopi,13000,2.336578777,18,4,Makasih ya,TRUE,Tidak Ada,Dibatalkan
ORD-2024-000627,9/3/2024 23:03,Kopi,14500,1.141595261,10,5,Puas bgt,FALSE,Tidak Ada,Selesai
ORD-2024-000628,29/01/2024 20:22,Martabak,32500,4.481581945,20,5,Nggg enak 😋,TRUE,Tidak Ada,Dibatalkan
ORD-2024-000629,1/23/2024 13:51,Ayam,59000,7.992018124,24,5,Top bgt kualitasnya,FALSE,Tidak Ada,Selesai
ORD-2024-000630,3/16/2024 13:36,Ayam,500,1.333375422,9,,,FALSE,Tidak Ada,Selesai
ORD-2024-000631,1/25/2024 15:34,Martabak,37500,4.913269102,23,,,FALSE,Tidak Ada,Selesai
ORD-2024-000632,1/5/2024 12:38,Mie,36000,2.069901981,16,4,Rekomendasi deh,TRUE,Tidak Ada,Selesai
ORD-2024-000633,3/2/2024 12:51,Kopi,12000,1.515418269,5,4,Top bgt kualitasnya,TRUE,Rendah,Selesai
ORD-2024-000634,1/23/2024 10:03,Kopi,12500,8.36234464,35,5,Akan order lg nih,FALSE,Tidak Ada,Selesai
ORD-2024-000635,19/01/2024 16:55,Ayam,44000,2.142528373,9,,,TRUE,Tidak Ada,Selesai
ORD-2024-000636,2/17/2024 21:25,Kopi,13500,1.890012963,28,,,TRUE,Tidak Ada,Selesai
ORD-2024-000637,2/8/2024 12:46,Kopi,17500,3.348200834,34,4,Mantap gan!,FALSE,Tidak Ada,Selesai
ORD-2024-000638,3/3/2024 18:45,Ayam,1000,0.908322973,13,5,Rekomendasi deh,FALSE,Tidak Ada,Refund
ORD-2024-000639,19/03/2024 07:42,Ayam,19000,1.178207331,26,,,TRUE,Tidak Ada,Selesai
ORD-2024-000640,2/18/2024 13:08,Kopi,22500,8.06676559,40,4,Cepat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-000641,30/03/2024 12:54,Ayam,2970500,3.404551714,12,4,Puas bgt,FALSE,Tidak Ada,Dibatalkan
ORD-2024-000642,5/1/2024 13:58,Ayam,38000,5.257105408,42,4,Cepat sampai,TRUE,Tidak Ada,Selesai
ORD-2024-000643,1/29/2024 17:59,Ayam,57500,0.948704602,31,5,Top bgt kualitasnya,FALSE,Tidak Ada,Selesai
ORD-2024-000644,10/1/2024 13:10,Ayam,21000,2.354407396,30,2,Lama bgt nunggunya,TRUE,Tinggi,Selesai
ORD-2024-000645,12/1/2024 21:40,Ayam,62000,10.66265413,43,2,Bau gak tauu,TRUE,Tinggi,Dibatalkan
ORD-2024-000646,2/27/2024 12:15,Mie,25000,1.151274792,5,5,Mantap gan!!,TRUE,Rendah,Selesai
ORD-2024-000647,2/2/2024 23:00,Kopi,14500,0.524762345,9,5,Cepat sampai,TRUE,Tidak Ada,Selesai
ORD-2024-000648,2/23/2024 13:31,Martabak,32000,2.145479114,43,2,Lama bgt nunggunya,FALSE,Tinggi,Selesai
ORD-2024-000649,3/10/2024 20:50,Martabak,33500,1.472192102,6,4,Driver ramah,TRUE,Tidak Ada,Selesai
ORD-2024-000650,28/03/2024 14:04,Kopi,19500,0.521550658,22,3,Lumayan,FALSE,Tidak Ada,Selesai
ORD-2024-000651,2/7/2024 13:06,Ayam,71000,6.582574877,35,4,Nggg enak 😋,FALSE,Tidak Ada,Selesai
ORD-2024-000652,18/02/2024 11:35,Kopi,18000,14.04094565,72,1,Gak sesuai foto,FALSE,Tinggi,Dibatalkan
ORD-2024-000653,2/13/2024 21:57,Kopi,10500,2.52203472,9,5,Wow enak bgt,FALSE,Tidak Ada,Dibatalkan
ORD-2024-000654,2/25/2024 5:38,Martabak,26500,,21,5,Sesuai pesanan,FALSE,Tinggi,Selesai
ORD-2024-000655,1/7/2024 12:12,Kopi,29000,5.87780265,25,3,Standar lah,TRUE,Rendah,Selesai
ORD-2024-000656,3/10/2024 13:19,Ayam,63500,3.621754581,17,5,Cepat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-000657,2/20/2024 20:09,Ayam,4654500,0.5,21,,,FALSE,Tidak Ada,Selesai
ORD-2024-000658,2/24/2024 14:12,Kopi,19000,0.514622865,5,5,Cepat sampai,FALSE,Tidak Ada,Refund
ORD-2024-000659,1/22/2024 17:30,Martabak,30500,0.5,17,5,Rekomendasi deh,FALSE,Rendah,Selesai
ORD-2024-000660,2/20/2024 19:05,Kopi,2260500,0.5,14,5,Makasih ya,FALSE,Tidak Ada,Selesai
ORD-2024-000661,1/24/2024 20:23,Kopi,17500,1.095834431,7,5,Makasih ya,TRUE,Tidak Ada,Selesai
ORD-2024-000662,2/3/2024 19:14,Mie,28000,,10,5,Top bgt kualitasnya,FALSE,Tidak Ada,Selesai
ORD-2024-000663,1/8/2024 11:05,Martabak,29500,0.827378026,18,4,Driver ramah,TRUE,Tinggi,Selesai
ORD-2024-000664,3/10/2024 21:14,Ayam,22500,0.5,14,4,Top bgt kualitasnya,FALSE,Tidak Ada,Selesai
ORD-2024-000665,19/02/2024 13:34,Ayam,52000,2.264193992,21,5,Rekomendasi deh,FALSE,Tidak Ada,Selesai
ORD-2024-000666,3/1/2024 18:30,Ayam,72000,,13,5,Makasih ya,FALSE,Tidak Ada,Selesai
ORD-2024-000667,1/5/2024 21:51,Ayam,41500,4.7694523,26,3,Yaudah minum teh,TRUE,Rendah,Selesai
ORD-2024-000668,20/03/2024 14:11,Ayam,58500,0.5,14,5,Cepat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-000669,1/25/2024 14:05,Ayam,66000,5.545504769,46,,,FALSE,Tidak Ada,Selesai
ORD-2024-000670,3/21/2024 13:20,Ayam,36500,9.286901744,51,3,Biasa saja,FALSE,Rendah,Selesai
ORD-2024-000671,9/1/2024 14:35,Ayam,44000,3.777770185,24,5,Makanan hangat sampai,TRUE,Tidak Ada,Selesai
ORD-2024-000672,3/7/2024 17:50,Mie,19000,,16,,,FALSE,Tinggi,Selesai
ORD-2024-000673,3/7/2024 3:26,Ayam,37500,8.134472362,31,5,Buruan order!!!11,FALSE,Tidak Ada,Selesai
ORD-2024-000674,3/16/2024 17:59,Kopi,11000,0.703642307,6,4,Mantap gan!!!,FALSE,Rendah,Selesai
ORD-2024-000675,13/01/2024 17:56,Kopi,12500,15.64500093,61,5,Driver ramah,FALSE,Tidak Ada,Selesai
ORD-2024-000676,2/3/2024 20:36,Mie,36000,4.454782051,10,5,Enak bgt!!!!!!!!!,FALSE,Tidak Ada,Selesai
ORD-2024-000677,1/23/2024 12:39,Ayam,36000,,26,1,Paket berantakan,TRUE,Rendah,Dibatalkan
ORD-2024-000678,2/21/2024 13:44,Kopi,17000,1.343977757,37,4,Enak bgttt,FALSE,Tinggi,Dibatalkan
ORD-2024-000679,1/3/2024 11:01,Mie,22500,,22,2,Driver gak ramah,FALSE,Tinggi,Dibatalkan
ORD-2024-000680,2/8/2024 14:54,Mie,34500,3.183236778,30,5,Enak bgt!!!,TRUE,Rendah,Selesai
ORD-2024-000681,1/30/2024 14:49,Mie,35000,2.905460101,32,5,Buruan order!11,TRUE,Tidak Ada,Selesai
ORD-2024-000682,2/23/2024 17:12,Ayam,66000,3.662183553,22,5,Makasih ya,FALSE,Rendah,Selesai
ORD-2024-000683,22/02/2024 16:55,Ayam,56500,0.5,10,5,Puas bgt,TRUE,Tidak Ada,Dibatalkan
ORD-2024-000684,3/6/2024 2:19,Martabak,28500,1.31853237,5,,,TRUE,Tidak Ada,Selesai
ORD-2024-000685,1/18/2024 16:56,Mie,17500,1.70748369,17,4,Nggg enak 😋,TRUE,Tidak Ada,Dibatalkan
ORD-2024-000686,1/25/2024 6:53,Kopi,25000,0.905867571,13,4,Cepat sampai,TRUE,Tidak Ada,Selesai
ORD-2024-000687,2/28/2024 13:45,Kopi,13500,0.568499953,6,4,Akan order lg nih,FALSE,Rendah,Selesai
ORD-2024-000688,2/29/2024 17:43,Ayam,62500,0.5,25,4,Puas bgt,FALSE,Rendah,Selesai
ORD-2024-000689,3/3/2024 18:55,Martabak,38000,1.368933681,9,5,Enak bgttt,TRUE,Tidak Ada,Selesai
ORD-2024-000690,2/14/2024 13:47,Ayam,1500,2.040347578,47,2,Buruk sx layanannya,TRUE,Tinggi,Dibatalkan
ORD-2024-000691,2/6/2024 11:10,Ayam,42000,0.5,18,4,Rekomendasi deh,FALSE,Tidak Ada,Selesai
ORD-2024-000692,1/28/2024 20:14,Kopi,15000,8.781871959,43,1,Kurang sambelnya,FALSE,Tinggi,Selesai
ORD-2024-000693,24/03/2024 17:55,Kopi,23000,4.347617153,46,,,FALSE,Tidak Ada,Dibatalkan
ORD-2024-000694,3/28/2024 12:41,Ayam,38500,3.937479066,5,5,Cepat sampai,TRUE,Tidak Ada,Selesai
ORD-2024-000695,1/2/2024 13:45,Ayam,76500,0.569345839,11,5,Top bgt kualitasnya,FALSE,Tidak Ada,Dibatalkan
ORD-2024-000696,2/24/2024 11:29,Martabak,34000,2.777514249,18,5,Mantap gan!,FALSE,Tidak Ada,Selesai
ORD-2024-000697,2/8/2024 19:25,Ayam,31000,2.263312608,18,,,FALSE,Tidak Ada,Selesai
ORD-2024-000698,3/6/2024 11:35,Kopi,25000,12.13132722,58,,,TRUE,Rendah,Selesai
ORD-2024-000699,2/6/2024 11:30,Ayam,44000,4.131073618,25,,,TRUE,Tidak Ada,Selesai
ORD-2024-000700,2/5/2024 19:16,Kopi,21500,2.572381159,35,4,Makasih ya,FALSE,Rendah,Selesai
ORD-2024-000701,3/24/2024 12:33,Kopi,17000,5.707657472,37,3,Standar lah,TRUE,Rendah,Selesai
ORD-2024-000702,1/8/2024 19:25,Ayam,58000,0.505590663,18,5,Nggg enak 😋,TRUE,Tinggi,Selesai
ORD-2024-000703,1/18/2024 20:31,Ayam,66500,,18,4,Buruan order!11,FALSE,Tidak Ada,Selesai
ORD-2024-000704,23/02/2024 17:37,Ayam,65500,3.51580786,12,5,Enak bgt!!!!!!,FALSE,Tidak Ada,Selesai
ORD-2024-000705,1/25/2024 12:43,Ayam,46000,0.5,16,4,Sesuai pesanan,FALSE,Tinggi,Selesai
ORD-2024-000706,3/1/2024 21:22,Mie,0,0.5,16,4,Sesuai pesanan,FALSE,Tidak Ada,Selesai
ORD-2024-000707,1/22/2024 17:11,Ayam,46000,4.095721391,16,5,Driver ramah,FALSE,Tidak Ada,Selesai
ORD-2024-000708,1/17/2024 23:51,Mie,28000,0.94633103,20,3,OK,FALSE,Rendah,Selesai
ORD-2024-000709,1/24/2024 10:41,Ayam,59000,2.971679046,5,4,Nggg enak 😋,FALSE,Tidak Ada,Refund
ORD-2024-000710,29/01/2024 09:26,Martabak,2383500,7.481488359,53,1,😠😠😠,FALSE,Tinggi,Dibatalkan
ORD-2024-000711,2/17/2024 13:29,Martabak,36000,1.141474085,16,,,FALSE,Tinggi,Selesai
ORD-2024-000712,1/7/2024 18:37,Kopi,15000,0.734420129,6,5,Wow enak bgt,TRUE,Tidak Ada,Selesai
ORD-2024-000713,1/25/2024 20:33,Kopi,21500,0.5,20,5,Mantap gan!,FALSE,Tidak Ada,Selesai
ORD-2024-000714,20/01/2024 12:21,Kopi,14000,0.5,20,4,Cepat sampai,TRUE,Tidak Ada,Selesai
ORD-2024-000715,2/28/2024 12:49,Ayam,36500,0.5,33,5,Sesuai pesanan,FALSE,Tidak Ada,Dibatalkan
ORD-2024-000716,3/21/2024 10:40,Mie,49000,0.5,26,,,FALSE,Tidak Ada,Selesai
ORD-2024-000717,2/5/2024 12:36,Mie,30000,1.696925818,5,4,Wow enak bgt,FALSE,Tidak Ada,Selesai
ORD-2024-000718,1/12/2024 14:40,Mie,30000,1.160806247,14,4,Driver ramah,FALSE,Tidak Ada,Selesai
ORD-2024-000719,3/2/2024 17:34,Ayam,61500,3.678254595,17,5,Enak bgt,FALSE,Tidak Ada,Dibatalkan
ORD-2024-000720,1/2/2024 16:12,Martabak,40500,6.126244404,34,5,Driver ramah,TRUE,Rendah,Selesai
ORD-2024-000721,3/21/2024 7:44,Mie,29000,4.608188813,35,3,Gapapa,FALSE,Rendah,Selesai
ORD-2024-000722,17/01/2024 13:10,Ayam,65000,,8,4,Buruan order!11,FALSE,Tidak Ada,Selesai
ORD-2024-000723,2/8/2024 14:46,Ayam,34000,0.5,13,4,Buruan order!11,TRUE,Tidak Ada,Selesai
ORD-2024-000724,2/13/2024 18:21,Martabak,37500,3.711216626,19,4,Nggg enak 😋,TRUE,Tidak Ada,Selesai
ORD-2024-000725,1/25/2024 14:01,Kopi,15500,1.352150345,25,4,Wow enak bgt,FALSE,Tidak Ada,Selesai
ORD-2024-000726,1/17/2024 11:37,Mie,30500,0.5,18,5,Rekomendasi deh,FALSE,Tidak Ada,Selesai
ORD-2024-000727,2/16/2024 1:24,Ayam,23000,5.544349668,36,5,Akan order lg nih,TRUE,Tinggi,Selesai
ORD-2024-000728,3/9/2024 21:03,Martabak,34500,1.238450525,12,5,Sesuai pesanan,TRUE,Tidak Ada,Selesai
ORD-2024-000729,1/3/2024 11:26,Ayam,14000,0.738656368,14,4,Driver ramah,FALSE,Tidak Ada,Selesai
ORD-2024-000730,3/11/2024 12:13,Ayam,47000,6.154360219,38,1,Ayamnya keras,TRUE,Rendah,Selesai
ORD-2024-000731,1/2/2024 11:42,Ayam,23000,6.972464216,34,3,Standar lah,FALSE,Tidak Ada,Selesai
ORD-2024-000732,3/18/2024 13:53,Mie,30500,1.241871963,19,5,Makasih ya,FALSE,Rendah,Selesai
ORD-2024-000733,3/20/2024 11:50,Martabak,30500,1.314591397,29,4,Makasih ya,TRUE,Tidak Ada,Refund
ORD-2024-000734,18/03/2024 13:53,Kopi,13000,2.599849501,42,,,FALSE,Tinggi,Selesai
ORD-2024-000735,2/15/2024 9:10,Kopi,22500,3.966484572,18,2,Ayamnya keras,FALSE,Tinggi,Dibatalkan
ORD-2024-000736,1/27/2024 15:21,Mie,19500,0.5,29,5,Cepat sampai,FALSE,Rendah,Selesai
ORD-2024-000737,3/26/2024 11:53,Kopi,3500,2.69936045,17,5,Rekomendasi deh,FALSE,Tidak Ada,Selesai
ORD-2024-000738,1/20/2024 16:04,Mie,29500,9.161359544,44,2,Ayamnya keras,FALSE,Tinggi,Selesai
ORD-2024-000739,2/2/2024 20:18,Kopi,9000,0.911816083,11,5,Nggg enak 😋,FALSE,Tidak Ada,Selesai
ORD-2024-000740,1/13/2024 1:54,Kopi,13000,7.18499648,23,5,Makasih ya,FALSE,Tidak Ada,Selesai
ORD-2024-000741,3/27/2024 11:06,Kopi,14500,8.997314308,56,3,Gapapa,TRUE,Rendah,Selesai
ORD-2024-000742,1/6/2024 12:42,Ayam,27500,0.940656061,15,4,Wow enak bgt,TRUE,Tidak Ada,Selesai
ORD-2024-000743,2/15/2024 19:17,Martabak,26500,4.209734019,39,,,FALSE,Tidak Ada,Selesai
ORD-2024-000744,2/17/2024 5:07,Kopi,10500,0.818478936,18,4,Nggg enak 😋,FALSE,Rendah,Dibatalkan
ORD-2024-000745,2/28/2024 14:44,Ayam,54000,4.01378328,30,5,Enak bgt,TRUE,Tidak Ada,Selesai
ORD-2024-000746,2/23/2024 18:07,Mie,17500,4.789860801,35,2,Buruk sx layanannya,FALSE,Tinggi,Selesai
ORD-2024-000747,8/1/2024 5:06,Kopi,16500,0.851889802,21,,,FALSE,Tidak Ada,Selesai
ORD-2024-000748,3/2/2024 21:28,Kopi,21500,3.774965378,34,4,Sesuai pesanan,TRUE,Tidak Ada,Selesai
ORD-2024-000749,2/15/2024 18:30,Mie,31500,5.015608586,26,5,Makasih ya,TRUE,Rendah,Dibatalkan
ORD-2024-000750,2/22/2024 17:16,Martabak,29500,1.332207156,21,5,Wow enak bgt,TRUE,Tidak Ada,Selesai
ORD-2024-000751,3/27/2024 21:46,Ayam,35000,0.550696985,28,4,Enak bgt,FALSE,Rendah,Selesai
ORD-2024-000752,3/26/2024 16:33,Mie,27000,0.5,12,3,Yaudah minum teh,FALSE,Rendah,Selesai
ORD-2024-000753,1/13/2024 18:30,Martabak,25000,2.569693919,17,,,TRUE,Tidak Ada,Selesai
ORD-2024-000754,3/23/2024 21:57,Ayam,55000,11.46354831,47,5,Sesuai pesanan,FALSE,Rendah,Selesai
ORD-2024-000755,23/03/2024 16:54,Ayam,23000,5.193974724,32,5,Mantap gan!,FALSE,Tidak Ada,Selesai
ORD-2024-000756,1/22/2024 14:20,Martabak,36000,1.717250219,16,4,Buruan order!11,FALSE,Tidak Ada,Selesai
ORD-2024-000757,2/5/2024 12:35,Martabak,30000,2.307629327,24,,,TRUE,Tidak Ada,Selesai
ORD-2024-000758,1/31/2024 14:51,Kopi,26000,0.983545701,13,,,FALSE,Tidak Ada,Selesai
ORD-2024-000759,3/4/2024 17:31,Mie,35000,0.534029718,25,4,Makasih ya,TRUE,Tidak Ada,Selesai
ORD-2024-000760,1/14/2024 17:35,Martabak,34000,1.973810175,21,5,Nggg enak 😋,TRUE,Tidak Ada,Selesai
ORD-2024-000761,12/1/2024 19:40,Ayam,49500,1.868074908,32,4,Nggg enak 😋,TRUE,Tidak Ada,Selesai
ORD-2024-000762,12/3/2024 14:21,Ayam,39500,2.213994045,33,5,Cepat sampai,TRUE,Tidak Ada,Selesai
ORD-2024-000763,1/29/2024 10:35,Ayam,67500,9.160375629,37,4,Driver ramah,FALSE,Rendah,Selesai
ORD-2024-000764,3/1/2024 11:45,Martabak,28500,2.778230127,35,5,Cepat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-000765,3/25/2024 13:22,Ayam,71000,2.792476327,19,5,Makasih ya,FALSE,Rendah,Selesai
ORD-2024-000766,2/7/2024 19:44,Kopi,18000,0.5,16,5,Driver ramah,TRUE,Tidak Ada,Selesai
ORD-2024-000767,1/22/2024 20:06,Martabak,33000,16.9554488,66,1,Makanannya dingin,FALSE,Tinggi,Refund
ORD-2024-000768,25/01/2024 14:13,Mie,30000,4.446367289,34,5,Rekomendasi deh,FALSE,Rendah,Selesai
ORD-2024-000769,1/25/2024 3:48,Ayam,36000,6.291676487,31,5,Wow enak bgt,FALSE,Tidak Ada,Selesai
ORD-2024-000770,22/03/2024 18:07,Mie,19000,1.604844807,23,5,Driver ramah,TRUE,Tinggi,Selesai
ORD-2024-000771,2/28/2024 16:08,Ayam,34000,2.092237366,5,,,FALSE,Tidak Ada,Selesai
ORD-2024-000772,1/7/2024 20:53,Mie,33500,2.214959685,5,5,Akan order lg nih,TRUE,Tidak Ada,Selesai
ORD-2024-000773,3/6/2024 5:44,Ayam,35500,,5,5,Buruan order!11,FALSE,Tidak Ada,Selesai
ORD-2024-000774,1/17/2024 13:32,Kopi,13000,3.508609365,29,5,Nggg enak 😋,FALSE,Tidak Ada,Selesai
ORD-2024-000775,18/03/2024 07:17,Martabak,34000,6.9984131,36,4,Sesuai pesanan,FALSE,Rendah,Selesai
ORD-2024-000776,2/7/2024 18:08,Ayam,47500,,25,4,Sesuai pesanan,FALSE,Tidak Ada,Selesai
ORD-2024-000777,6/3/2024 13:45,Ayam,45000,0.5,10,,,TRUE,Rendah,Selesai
ORD-2024-000778,3/21/2024 12:39,Martabak,26500,4.020739925,28,3,Yaudah minum teh,TRUE,Rendah,Selesai
ORD-2024-000779,14/02/2024 04:45,Martabak,12500,,7,4,Enak bgt,TRUE,Tidak Ada,Selesai
ORD-2024-000780,1/23/2024 19:45,Martabak,22500,2.933401865,36,5,Rekomendasi deh,FALSE,Tidak Ada,Selesai
ORD-2024-000781,3/12/2024 21:42,Martabak,39000,3.569798858,18,5,Cepat sampai,TRUE,Tidak Ada,Selesai
ORD-2024-000782,3/9/2024 14:51,Kopi,14000,1.165429148,28,4,Makanan hangat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-000783,1/4/2024 17:42,Ayam,19500,5.064544102,28,,,TRUE,Tidak Ada,Selesai
ORD-2024-000784,21/01/2024 21:16,Ayam,34500,2.395449637,36,5,Cepat sampai,TRUE,Rendah,Selesai
ORD-2024-000785,3/29/2024 6:48,Ayam,57500,6.097660309,30,5,Buruan order!11,TRUE,Tidak Ada,Selesai
ORD-2024-000786,2/27/2024 12:47,Mie,28500,4.322803572,29,5,Akan order lg nih,FALSE,Tidak Ada,Selesai
ORD-2024-000787,1/31/2024 19:44,Kopi,15000,6.087971224,27,5,Buruan order!11,FALSE,Tidak Ada,Selesai
ORD-2024-000788,2/18/2024 19:35,Kopi,13500,0.5,35,4,Puas bgt,FALSE,Tidak Ada,Selesai
ORD-2024-000789,2/2/2024 14:53,Kopi,10500,0.837183065,25,5,Enak bgt,TRUE,Tidak Ada,Selesai
ORD-2024-000790,3/23/2024 21:34,Mie,28500,0.5,19,4,Buruan order!11,TRUE,Tidak Ada,Selesai
ORD-2024-000791,1/25/2024 12:43,Ayam,65500,1.750635312,21,5,Makanan hangat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-000792,1/23/2024 3:24,Kopi,22000,6.620737344,25,5,Nggg enak 😋,TRUE,Tidak Ada,Selesai
ORD-2024-000793,3/12/2024 12:37,Kopi,12000,1.890743982,25,4,Buruan order!11,TRUE,Tidak Ada,Selesai
ORD-2024-000794,12/2/2024 18:02,Martabak,0,5.685626329,32,5,Nggg enak 😋,TRUE,Tidak Ada,Selesai
ORD-2024-000795,3/17/2024 13:31,Ayam,1500,1.188824476,17,4,Buruan order!11,FALSE,Tidak Ada,Selesai
ORD-2024-000796,15/02/2024 13:33,Mie,35500,1.244592754,25,4,Buruan order!!11,FALSE,Rendah,Selesai
ORD-2024-000797,3/7/2024 12:26,Mie,25500,6.777477309,39,1,😠😠😠,TRUE,Tinggi,Selesai
ORD-2024-000798,1/12/2024 12:42,Kopi,16500,1.66442212,18,,,FALSE,Tidak Ada,Selesai
ORD-2024-000799,2/7/2024 14:35,Martabak,36500,4.67859494,43,2,😠😠😠,FALSE,Tinggi,Selesai
ORD-2024-000800,24/03/2024 13:28,Mie,22000,0.810090555,7,,,FALSE,Tidak Ada,Selesai
ORD-2024-000801,19/03/2024 07:02,Martabak,14000,8.916095855,24,5,Driver ramah,TRUE,Rendah,Selesai
ORD-2024-000802,2/18/2024 3:24,Ayam,63500,2.564022723,11,5,Akan order lg nih,FALSE,Tidak Ada,Selesai
ORD-2024-000803,2/6/2024 13:32,Kopi,18000,,29,,,FALSE,Tidak Ada,Selesai
ORD-2024-000804,3/3/2024 12:20,Martabak,27500,0.5,20,5,Mantap gan!!!,TRUE,Rendah,Selesai
ORD-2024-000805,1/13/2024 11:40,Kopi,19000,2.035746654,12,4,Mantap gan!!!,FALSE,Tidak Ada,Selesai
ORD-2024-000806,3/21/2024 21:27,Martabak,36000,6.939073111,72,1,Kecewa bgt,FALSE,Rendah,Selesai
